RAM 15.6 GB
Intel Core i7
OS type 64 bit
8 CPUs
Fundamental_estimator_Uniform_sampler
Runs for each image = 50
Threshold for each image = 3
Desired probability for each image = 0.95
Standard LO = 0
Graph Cut LO = 0
SPRT = 1


Filename,GT Inl,Avg num inl/gt,Std dev num inl,Med num inl,Avg num iters,Std dev num iters,Med num iters,Avg num LO iters,Std dev num LO iters,Med num LO iters,Avg time (mcs),Std dev time,Med time,Avg err,Std dev err,Med err,Worst case num Inl,Worst case Err,Num fails
barrsmith,75,55.98,8.13531,55,15001.3,1.09265,15001,0,0,0,76643,3642,75957,3824.72,5333.58,753.815,49,12709.9,0
biscuitbookbox,162,92,0,92,3990,0,3990,0,0,0,19542,2054,18761,169769,0.0631345,169769,92,169769,0
biscuitbook,179,100.64,3.10207,99,12344,2745.68,14495,0,0,0,59862,13249,68329,88131.9,73996.3,42473.7,97,205597,0
biscuit,146,130.36,2.54558,130,3991.52,406.445,4049,0,0,0,19876,2616,19401,391.826,45.9193,398.32,130,398.32,0
boardgame,166,73.66,1.30321,73,15001.4,0.808122,15001,0,0,0,75421,3408,74718,366964,215327,171980,72,682396,50
bonython,52,55.22,0.545483,55,14890.4,178.501,15000,0,0,0,72990,3000,71782,102.917,144.237,23.0426,54,343.697,0
book,105,81,0,81,1171,0,1171,0,0,0,5792,756,5501,240.576,6.16548e-05,240.576,81,240.576,0
breadcartoychips,155,22.28,21.4115,34,15001.3,1.24228,15001,0,0,0,75277,3739,74583,-nan,-nan,-nan,0,423992,50
breadtoycar,110,48.76,2.59953,48,15000.8,0.560248,15001,0,0,0,76013,3267,75462,1.72783e+06,1.3866e+06,1.30159e+06,46,6.37701e+06,50
breadtoy,182,122,0,122,1320,0,1320,0,0,0,6276,885,5913,79486.6,0.0315673,79486.6,122,79486.6,0
carchipscube,105,41.68,4.9793,44,15001,1.32419,15000,0,0,0,71356,2603,70550,37624.9,47573.9,7427.11,34,111935,50
cubebreadtoychips,239,98.62,21.8407,111.5,9728.28,5326.82,9728,0,0,0,47164,27298,46382,1.01669e+06,187037,1.07142e+06,64,1.24418e+06,50
cubetoy,150,56.8,8.12404,63,15001.4,1.16216,15001,0,0,0,75218,2840,74761,1.06496e+06,1.74799e+06,92033.8,46,3.98367e+06,50
elderhallb,133,107,0,107,615,0,615,0,0,0,2972,47,2965,327.789,0.00012331,327.789,107,327.789,0
gamebiscuit,161,0,0,0,15001.1,1.34392,15000,0,0,0,69246,4818,68245,-nan,-nan,-nan,0,-nan,50
game,63,10.24,23.701,0,15000.2,0.370328,15000,0,0,0,73767,4492,73396,-nan,-nan,-nan,0,-nan,42
hartley,123,123.4,0.494872,123,2601.4,251.89,2805,0,0,0,11948,1095,11956,123.986,13.5999,134.979,123,134.979,0
johnsona,295,288,0,288,121,0,121,0,0,0,829,25,825,1437.64,0.00012331,1437.64,288,1437.64,0
johnsonb,571,550,0,550,26,0,26,0,0,0,564,123,492,4022.71,0.000986477,4022.71,550,4022.71,0
ladysymon,160,130,0,130,323,0,323,0,0,0,1519,20,1512,2448.97,0,2448.97,130,2448.97,0
library,96,94,0,94,2498,0,2498,0,0,0,11916,1277,11407,94.0991,2.31206e-05,94.0992,94,94.0992,0
napiera,112,109.32,3.71121,111,7443.18,2274.96,5930,0,0,0,35559,10610,27826,313.564,82.2168,363.379,87,459.37,0
napierb,157,138,0,138,226,0,226,0,0,0,1137,14,1132,722.304,0.000308274,722.304,138,722.304,0
neem,153,136,0,136,170,0,170,0,0,0,1069,16,1060,733.819,6.16548e-05,733.819,136,733.819,0
nese,169,160,0,160,70,0,70,0,0,0,579,9,578,159.998,6.16548e-05,159.998,160,159.998,0
oldclassicswing,256,254,0,254,41,0,41,0,0,0,506,11,503,151.237,7.70685e-05,151.237,254,151.237,0
physics,58,47.4,0.808122,47,819.6,59.801,790,0,0,0,4683,596,4312,190.241,9.37388,185.602,47,208.801,0
sene,132,123,0,123,1012,0,1012,0,0,0,5444,779,5145,161.801,7.70685e-05,161.801,123,161.801,0
toycubecar,128,74.12,0.848528,74,2179.16,22.3446,2176,0,0,0,11105,1290,10465,259541,9279.05,258229,74,323841,0
unihouse,1739,0,0,0,15000.6,0.942424,15000,0,0,0,63752,5075,60101,-nan,-nan,-nan,0,-nan,50
unionhouse,78,83.8,2.24972,83,15001.2,1.27279,15001,0,0,0,70661,3514,70383,50.4889,48.9416,23.9624,81,145.497,0
