w=1000_h=1000_n=3.000000_I=200_N=10200,431.96,29.6551,8.4,1.84059,28245,14634,0
w=1000_h=1000_n=3.000000_I=500_N=10500,656.6,136.698,2.52,0.838852,13629,6588,3
w=1000_h=1200_n=3.000000_I=200_N=10200,401.9,18.6386,6.74,1.3524,22101,10754,0
w=1000_h=1200_n=3.000000_I=500_N=10500,681.74,143.799,2.58,0.882714,13940,6621,4
w=1200_h=1000_n=3.000000_I=200_N=10200,441.18,43.5785,13.2,1.91663,33658,15651,0
w=1200_h=1000_n=3.000000_I=500_N=10500,693.46,117.642,2.44,0.993037,12524,8084,1
w=1200_h=1200_n=3.000000_I=200_N=10200,380.12,30.7336,10.7,2.06279,30643,16883,0
w=1200_h=1200_n=3.000000_I=500_N=10500,580.9,206.123,2.64,1.20814,13187,8152,10
