LePoint1,91.69,18.625,0.2,5507,2.44651,0,0,0
LePoint2,69.275,26,0.2,3006,1.38513,0,0,0
LePoint3,38.735,54.05,0.405,4178,2.2958,0,0,0
CapitalRegion,50.84,500.235,0.3,12960,1.56878,0,0,0
