RAM 15.6 GB
Intel Core i7
OS type 64 bit
8 CPUs
Homography_estimator_Prosac_sampler
Runs for each image = 100
Threshold for each image = 2
Desired probability for each image = 0.95
Standard LO = 0
Graph Cut LO = 1
SPRT = 0


Filename,GT Inl,Avg num inl/gt,Std dev num inl,Med num inl,Avg num iters,Std dev num iters,Med num iters,Avg num LO iters,Std dev num LO iters,Med num LO iters,Avg time (mcs),Std dev time,Med time,Avg err,Std dev err,Med err,Worst case num Inl,Worst case Err,Num fails (<10%),Num fails (<25%),Num fails (<50%)
adam,132,133.24,0.429235,133,1,0,1,0.8,69.5602,60,4401,664,4023,0.812641,0.00361746,0.811939,133,0.823531,0,0,0
Brussels,979,1602.22,2.43535,1603,6.07,5.37156,4,0.6,76.037,60,22246,4401,21290,1.59919,0.0220756,1.60108,1597,1.63791,0,0,0
boat,263,304.86,2.80339,305,4.26,1.86742,3.5,0.6,77.2892,80,6879,1484,6918,1.12931,0.046402,1.12269,297,1.25145,0,0,0
BostonLib,343,412,0,412,1,0,1,0.8,57.4755,60,6080,1108,6243,0.426114,0.00500579,0.422392,412,0.433188,0,0,0
city,38,40,0,40,1,0,1,0.21,20.8947,21,1379,117,1347,0.573036,5.99049e-07,0.573037,40,0.573037,0,0,0
Boston,716,730,0,730,1,0,1,0.8,79.6659,80,13134,2419,12834,0.623297,0.000767879,0.623117,730,0.626614,0,0,0
Eiffel,358,359.39,0.566666,359,1,0,1,0.8,68.937,60,8005,1560,7373,0.471684,0.00674977,0.469088,358,0.504711,0,0,0
WhiteBoard,152,176,0,176,1,0,1,0.6,66.9138,60,4690,636,4343,0.659606,0.00521208,0.658074,176,0.67896,0,0,0
BruggeSquare,26,54.04,4.73099,54,28.85,14.0226,27,0.4,45.36,40,3413,701,3198,3.24477,0.855242,2.9481,40,5.03951,0,0,0
ExtremeZoom,69,132.33,0.739301,132,76.74,92.2243,36.5,0.6,67.659,60,5988,1938,5507,0.727604,0.00801586,0.729513,131,0.749295,0,0,0
BruggeTower,130,183.76,1.42928,184,6.14,1.18082,6,1.01,81.2803,81,6313,1064,6219,2.22635,0.120181,2.21256,180,2.57185,0,0,0
graf,195,212.18,6.32356,211,12.8,3.69821,12.5,0.8,77.303,80,6918,1417,6934,1.64263,0.283791,1.70018,204,1.96449,0,0,0
