RAM 15.6 GB
Intel Core i7
OS type 64 bit
8 CPUs
Homography_estimator_Uniform_sampler
Runs for each image = 100
Threshold for each image = 2
Desired probability for each image = 0.95
Standard LO = 0
Graph Cut LO = 1
SPRT = 1


Filename,GT Inl,Avg num inl/gt,Std dev num inl,Med num inl,Avg num iters,Std dev num iters,Med num iters,Avg num LO iters,Std dev num LO iters,Med num LO iters,Avg time (mcs),Std dev time,Med time,Avg err,Std dev err,Med err,Worst case num Inl,Worst case Err,Num fails (<10%),Num fails (<25%),Num fails (<50%)
adam,132,133.23,0.422953,133,10,0,10,0.6,65.3689,60,4290,714,3901,0.812947,0.00368917,0.81291,133,0.823745,0,0,0
Brussels,979,1601.95,2.49596,1602,210.06,138.283,195,0.8,85.5121,80,26260,4840,25833,1.59862,0.0253334,1.60384,1595,1.65046,0,0,0
boat,263,305.33,2.59002,306,19,0,19,0.8,72.8757,60,6462,1082,5848,1.13523,0.0535685,1.12125,299,1.27781,0,0,0
BostonLib,343,412,0,412,16.49,1.13258,17,0.4,45.3565,40,5143,836,4777,0.429283,0.00459689,0.431735,412,0.433759,0,0,0
city,38,40,0,40,3,0,3,0.4,39.7995,40,2269,86,2254,0.573035,4.19334e-07,0.573035,40,0.573035,0,0,0
Boston,716,730,0,730,156.5,119.843,69,0.4,62.2474,60,11677,2211,11040,0.6231,0.00072922,0.622954,730,0.62616,0,0,0
Eiffel,358,359.44,0.537859,359,18.22,1.55427,19,0.8,75.6749,70,8636,2389,8691,0.471208,0.00617315,0.468919,358,0.498455,0,0,0
WhiteBoard,152,176,0,176,9,0,9,0.6,66.3718,60,4656,546,4321,0.661101,0.00658816,0.658075,176,0.678934,0,0,0
BruggeSquare,26,59.96,2.67015,61,475.06,170.962,573,0.4,40.2999,40,6243,1367,6879,4.66286,0.560597,4.77903,50,5.74164,0,0,0
ExtremeZoom,69,132.34,0.654742,132,407.24,248.696,272,0.6,67.4515,60,7499,1739,7079,0.726779,0.00826765,0.72643,131,0.742317,0,0,0
BruggeTower,130,184.12,1.75971,184,13.1,0.594588,13,0.8,89.2871,80,6525,1275,6126,2.20296,0.0993505,2.20637,180,2.47423,0,0,0
graf,195,214.92,7.78457,212,34.7,5.26183,36,0.8,68.076,60,6196,1502,5847,1.52114,0.353699,1.6794,207,1.81388,0,0,0
