adam,133.35,6.43,0.2,5913,0.810864,0,0,0
Brussels,1601.74,44.2,0.8,36423,1.60726,0,0,0
boat,304.14,8.08,0.8,10272,1.12253,0,0,0
BostonLib,412,1,0.4,8815,0.42567,0,0,0
city,39.66,11.22,0.41,3161,0.590346,0,0,0
Boston,730,2.97,1,132998,0.624346,0,0,0
Eiffel,359.38,1.49,1.2,110926,0.470651,0,0,0
WhiteBoard,175.65,4.04,0.82,347704,0.675814,0,0,0
BruggeSquare,51.14,54.09,0.03,7829,3.99572,0,0,0
ExtremeZoom,131.53,597.05,1.2,10119,0.734452,0,0,0
BruggeTower,183.34,8.58,0.61,9055,2.32369,0,0,0
graf,209.75,14.32,1.4,22988,1.77339,0,0,0
