RAM 15.6 GB
Intel Core i7
OS type 64 bit
8 CPUs
Homography_estimator_Uniform_sampler
Runs for each image = 100
Threshold for each image = 2
Desired probability for each image = 0.95
Standard LO = 0
Graph Cut LO = 1
SPRT = 0


Filename,GT Inl,Avg num inl/gt,Std dev num inl,Med num inl,Avg num iters,Std dev num iters,Med num iters,Avg num LO iters,Std dev num LO iters,Med num LO iters,Avg time (mcs),Std dev time,Med time,Avg err,Std dev err,Med err,Worst case num Inl,Worst case Err,Num fails (<10%),Num fails (<25%),Num fails (<50%)
adam,132,133.28,0.451261,133,27.96,5.12061,29,1,83.5333,81,6600,1187,6346,0.812362,0.00396877,0.812229,133,0.823852,0,0,0
Brussels,979,1602.19,2.74762,1603,9,0,9,0.8,109.581,101,40816,4406,40063,1.59997,0.0237408,1.60047,1595,1.64483,0,0,0
boat,263,304.36,2.89032,304.5,10.04,0.650097,10,0.81,90.1869,81,10135,1829,9753,1.13892,0.0605719,1.12821,297,1.26225,0,0,0
BostonLib,343,412,0,412,6.16,0.787786,6,0.6,61.615,60,8687,509,8512,0.424917,0.00437474,0.422375,412,0.433563,0,0,0
city,38,39.24,0.975664,40,2.38,0.487831,2,0.4,48.8427,40,2776,510,2419,0.579092,0.00709263,0.573035,38,0.587805,0,0,0
Boston,716,730.03,0.171447,730,40.26,45.7774,12.5,1,77.0373,70,20164,4619,18812,0.624184,0.00345308,0.623294,730,0.65382,0,0,0
Eiffel,358,359.4,0.492366,359,18.5,0.502519,18.5,1.2,78.9456,80,11588,1975,11782,0.47134,0.00508621,0.469859,359,0.491214,0,0,0
WhiteBoard,152,176,0.603023,176,10.17,6.9443,8,1,104.364,100,8322,1597,8130,0.668261,0.0125313,0.66031,174,0.709758,0,0,0
BruggeSquare,26,56.84,7.34259,60,535.98,681.142,148,1,85.5135,80,16494,11994,9779,4.02895,1.08143,4.46472,38,7.71896,0,0,0
ExtremeZoom,69,131.67,0.6675,132,780.22,1295.64,152,0.42,70.6889,61,21392,27043,8664,0.725138,0.0170875,0.725049,131,0.781743,0,0,0
BruggeTower,130,183.45,1.79435,183.5,12.6,0.738549,13,1,93.02,80,8043,1288,7857,2.2904,0.151689,2.26814,179,2.73599,0,0,0
graf,195,209.66,2.6675,210,39.93,3.57674,39,0.8,92.7335,100,11122,1600,11400,1.75244,0.0965788,1.72328,202,2.12215,0,0,0
