RAM 15.6 GB
Intel Core i7
OS type 64 bit
8 CPUs
Homography_estimator_Prosac_sampler
Runs for each image = 100
Threshold for each image = 2
Desired probability for each image = 0.95
Standard LO = 0
Graph Cut LO = 1
SPRT = 1


Filename,GT Inl,Avg num inl/gt,Std dev num inl,Med num inl,Avg num iters,Std dev num iters,Med num iters,Avg num LO iters,Std dev num LO iters,Med num LO iters,Avg time (mcs),Std dev time,Med time,Avg err,Std dev err,Med err,Worst case num Inl,Worst case Err,Num fails (<10%),Num fails (<25%),Num fails (<50%)
adam,132,133.35,0.5,133,6.43,7.41041,1,0.2,85.4451,81,5913,1842,5900,0.810864,0.00287743,0.810324,133,0.818859,0,0,0
Brussels,979,1601.74,2.5291,1602,44.2,135.449,8,0.8,86.6181,80,36423,4772,35066,1.60726,0.018342,1.60924,1595,1.64215,0,0,0
boat,263,304.14,3.55056,305,8.08,4.25851,6,0.8,91.3066,80.5,10272,1965,9708,1.12253,0.0519791,1.11576,288,1.25633,0,0,0
BostonLib,343,412,0,412,1,0,1,0.4,61.5582,60,8815,1153,8477,0.42567,0.00475875,0.422392,412,0.433188,0,0,0
city,38,39.66,0.75505,40,11.22,1.74414,11,0.41,52.3715,41,3161,627,2728,0.590346,0.0241893,0.573037,38,0.63358,0,0,0
Boston,716,730,0,730,2.97,3.7158,2,1,90.9579,80,132998,1044917,20645,0.624346,0.00248496,0.623566,730,0.63351,0,0,0
Eiffel,358,359.38,0.508116,359,1.49,0.502418,1,1.2,86.8883,80,110926,74593,99858,0.470651,0.0048925,0.46883,359,0.483767,0,0,0
WhiteBoard,152,175.65,1.72548,176,4.04,4.37144,1,0.82,102.104,100,347704,1335,347632,0.675814,0.0296473,0.674287,161,0.939653,0,0,0
BruggeSquare,26,51.14,10.2129,55,54.09,38.4067,49,0.03,61.442,60,7829,31324,4847,3.99572,1.89378,3.90845,20,13.2251,0,0,0
ExtremeZoom,69,131.53,0.658358,131.5,597.05,607.409,462.5,1.2,71.3798,61,10119,4523,9534,0.734452,0.0204767,0.733734,130,0.815631,0,0,0
BruggeTower,130,183.34,2.23932,183,8.58,5.54719,7,0.61,109.895,101,9055,1948,8707,2.32369,0.204823,2.27607,173,3.0013,0,0,0
graf,195,209.75,2.13378,210,14.32,3.5785,15,1.4,140.219,140,22988,65994,13682,1.77339,0.118917,1.7371,205,2.20677,0,0,0
