adam,133.23,10,0.6,4290,0.812947,0,0,0
Brussels,1601.95,210.06,0.8,26260,1.59862,0,0,0
boat,305.33,19,0.8,6462,1.13523,0,0,0
BostonLib,412,16.49,0.4,5143,0.429283,0,0,0
city,40,3,0.4,2269,0.573035,0,0,0
Boston,730,156.5,0.4,11677,0.6231,0,0,0
Eiffel,359.44,18.22,0.8,8636,0.471208,0,0,0
WhiteBoard,176,9,0.6,4656,0.661101,0,0,0
BruggeSquare,59.96,475.06,0.4,6243,4.66286,0,0,0
ExtremeZoom,132.34,407.24,0.6,7499,0.726779,0,0,0
BruggeTower,184.12,13.1,0.8,6525,2.20296,0,0,0
graf,214.92,34.7,0.8,6196,1.52114,0,0,0
