adam,133.23,5.6,1.2,6304,0.812179,0,0,0
Brussels,1602.24,14.54,1,36047,1.60208,0,0,0
boat,304.25,72.02,0.8,10330,1.12798,0,0,0
CapitalRegion,0.42,10000,0,75993,-nan,86,86,100
BostonLib,412,6.2,0.6,9548,0.426176,0,0,0
city,39,10.76,0.4,3019,0.580559,0,0,0
Boston,730.03,13.42,0.6,18743,0.624597,0,0,0
Eiffel,359.35,19,0.6,11191,0.470522,0,0,0
WhiteBoard,175.9,12.8,0.6,5688,0.673433,0,0,0
BruggeSquare,41.56,879.24,1.21,10671,2.6878,0,0,0
ExtremeZoom,131.72,922.88,0.61,12819,0.725953,0,0,0
BruggeTower,180.39,23.9,1,9627,2.10244,0,0,0
graf,230.04,43,0.8,8620,0.816759,0,0,0
