RAM 15.6 GB
Intel Core i7
OS type 64 bit
8 CPUs
Fundamental_estimator_Uniform_sampler
Runs for each image = 100
Threshold for each image = 3
Desired probability for each image = 0.95
Standard LO = 0
Graph Cut LO = 1
SPRT = 0


Filename,GT Inl,Avg num inl/gt,Std dev num inl,Med num inl,Avg num iters,Std dev num iters,Med num iters,Avg num LO iters,Std dev num LO iters,Med num LO iters,Avg time (mcs),Std dev time,Med time,Avg err,Std dev err,Med err,Worst case num Inl,Worst case Err,Num fails
booksh,0,10,0,10,2,0,2,0.02,1.98998,2,245,30,234,0,0,0,10,0,0
box,0,10,0,10,4,0,4,0.03,2.98496,3,324,22,318,0,0,0,10,0,0
castle,0,12,0,12,3,0,3,0.02,1.98998,2,245,18,238,0,0,0,12,0,0
corr,0,13,0,13,3,0,3,0.02,1.98998,2,241,19,235,0,0,0,13,0,0
graff,0,10,0,10,1,0,1,0.02,1.98998,2,222,21,216,0,0,0,10,0,0
head,0,14,0,14,1,0,1,0.02,1.98998,2,286,27,275,0,0,0,14,0,0
kampa,0,11,0,11,3,0,3,0.02,1.98998,2,269,17,263,0,0,0,11,0,0
Kyoto,0,10,0,10,1,0,1,0.02,1.98998,2,249,19,242,0,0,0,10,0,0
leafs,0,11,0,11,5,0,5,0.03,2.98496,3,377,47,356,0,0,0,11,0,0
plant,0,8,0,8,4,0,4,0.02,1.98998,2,256,20,250,0,0,0,8,0,0
rotunda,0,10,0,10,1,0,1,0.01,0.994988,1,218,15,212,0,0,0,10,0,0
shout,0,10,0,10,5,0,5,0.01,0.994988,1,249,19,242,0,0,0,10,0,0
valbonne,0,8,0,8,12,0,12,0.02,1.98998,2,307,48,283,0,0,0,8,0,0
wall,0,11,0,11,4,0,4,0.02,1.98998,2,276,17,270,0,0,0,11,0,0
wash,0,9,0,9,3,0,3,0.02,1.98998,2,221,28,210,0,0,0,9,0,0
zoom,0,13,0,13,1,0,1,0.02,1.98998,2,260,31,249,0,0,0,13,0,0
